gene	transcript	chr	strand	txStart	txStop	cdsStart	cdsStop	exonCount	exonStarts	exonStops	start	stop	score
RSPH10B	NM_173565	chr7	+	6793739	6838396	6797308	6838174	21	6793739,6796987,6797223,6798714,6799856,6803558,6805336,6806387,6808220,6811177,6812980,6815987,6819240,6820439,6820958,6825579,6826508,6829261,6831534,6836198,6837993,	6793805,6797107,6797562,6798790,6799925,6803732,6805422,6806508,6808397,6811322,6813102,6816177,6819355,6820519,6821107,6825687,6826652,6829390,6831628,6836397,6838396,	6793739	6838396	1000
RNU6-2	NR_125730	chr19	+	893483	893590	893590	893590	1	893483,	893590,	893483	893590	1000
RNU6-2	NR_125730	chr19	+	1021520	1021627	1021627	1021627	1	1021520,	1021627,	1021520	1021627	1000
MIR1268A	NR_031672	chr19	+	3742815	3987432	3987432	3987432	3	3742815,3773270,3987409,	3742832,3773282,3987432,	3742815	3987432	1000
RBMY1A1	NM_001320945	chrY	+	23673223	23687672	23681064	23687394	11	23673223,23675232,23675819,23681035,23683198,23684268,23684820,23685365,23686397,23686595,23687095,	23673371,23675345,23675923,23681188,23683313,23684379,23684931,23685476,23686508,23686684,23687672,	23673223	23687672	1000
TBC1D3D	NM_001291465	chr17	+	36284016	36294915	36285544	36294600	14	36284016,36285543,36285778,36287147,36287669,36288193,36288630,36289993,36290585,36291419,36291898,36292427,36292897,36294031,	36284115,36285616,36285864,36287187,36287750,36288301,36288740,36290042,36290706,36291514,36291964,36292527,36293050,36294915,	36284016	36294915	1000
TBC1D3D	NM_001291465	chr17	-	36337710	36348609	36338025	36347081	14	36337710,36339575,36340098,36340661,36341111,36341919,36342583,36343885,36344324,36344875,36345438,36346761,36347009,36348510,	36338594,36339728,36340198,36340727,36341206,36342040,36342632,36343995,36344432,36344956,36345478,36346847,36347082,36348609,	36337710	36348609	1000
TBC1D3K	NM_001291464	chr17	+	36284016	36294915	36285544	36294600	14	36284016,36285543,36285778,36287147,36287669,36288193,36288630,36289993,36290585,36291419,36291898,36292427,36292897,36294031,	36284115,36285616,36285864,36287187,36287750,36288301,36288740,36290042,36290706,36291514,36291964,36292527,36293050,36294915,	36284016	36294915	1000
TBC1D3K	NM_001291464	chr17	-	36337710	36348609	36338025	36347081	14	36337710,36339575,36340098,36340661,36341111,36341919,36342583,36343885,36344324,36344875,36345438,36346761,36347009,36348510,	36338594,36339728,36340198,36340727,36341206,36342040,36342632,36343995,36344432,36344956,36345478,36346847,36347082,36348609,	36337710	36348609	1000
TBC1D3I	NM_001291463	chr17	+	36284016	36294915	36285544	36294600	14	36284016,36285543,36285778,36287147,36287669,36288193,36288630,36289993,36290585,36291419,36291898,36292427,36292897,36294031,	36284115,36285616,36285864,36287187,36287750,36288301,36288740,36290042,36290706,36291514,36291964,36292527,36293050,36294915,	36284016	36294915	1000
CRLF2	NM_022148	chrY	-	1264893	1281616	1264893	1281527	6	1264893,1267418,1271271,1275325,1277698,1281448,	1265014,1267581,1271405,1275492,1277801,1281616,	1264893	1281616	1000
CRLF2	NM_022148	chrX	-	1314893	1331616	1314893	1331527	6	1314893,1317418,1321271,1325325,1327698,1331448,	1315014,1317581,1321405,1325492,1327801,1331616,	1314893	1331616	1000
CDY1	NM_170723	chrY	+	27768263	27770485	27768589	27770212	1	27768263,	27770485,	27768263	27770485	1000
MAGEA2	NM_005361	chrX	+	151883074	151887096	151885595	151886540	4	151883074,151884445,151885384,151885530,	151883346,151884565,151885450,151887096,	151883074	151887096	1000
MAGEA2	NM_005361	chrX	-	151918386	151922408	151918942	151919887	4	151918386,151920032,151920917,151922136,	151919952,151920098,151921037,151922408,	151918386	151922408	1000
CTAG1A	NM_139250	chrX	+	153813417	153815075	153813470	153814923	3	153813417,153814410,153814784,	153813739,153814545,153815075,	153813417	153815075	1000
CTAG1A	NM_139250	chrX	-	153845864	153847522	153846016	153847469	3	153845864,153846394,153847200,	153846155,153846529,153847522,	153845864	153847522	1000
BMS1P2	NR_024495	chr10	+	48185838	48203780	48203780	48203780	9	48185838,48187409,48188514,48189977,48193741,48194832,48195698,48197055,48200200,	48185883,48187618,48188704,48190057,48193930,48194973,48195820,48197195,48203780,	48185838	48203780	1000
CXorf49B	NM_001145139	chrX	-	70934223	70938135	70934501	70938001	6	70934223,70934500,70935096,70935424,70936044,70936777,	70934394,70934542,70935142,70935501,70936201,70938135,	70934223	70938135	1000
CXorf49B	NM_001145139	chrX	+	70983139	70987051	70983273	70986773	6	70983139,70985073,70985773,70986132,70986732,70986880,	70984497,70985230,70985850,70986178,70986774,70987051,	70983139	70987051	1000
CXorf49	NM_001145140	chrX	+	70983139	70987051	70983273	70986773	6	70983139,70985073,70985773,70986132,70986732,70986880,	70984497,70985230,70985850,70986178,70986774,70987051,	70983139	70987051	1000
CXorf49	NM_001145140	chrX	-	70934223	70938135	70934501	70938001	6	70934223,70934500,70935096,70935424,70936044,70936777,	70934394,70934542,70935142,70935501,70936201,70938135,	70934223	70938135	1000
SSX2B	NM_001164417	chrX	+	52780280	52790617	52781757	52789521	8	52780280,52781737,52782264,52782914,52784876,52786930,52789420,52789990,	52780395,52781826,52782379,52783010,52784926,52787066,52789525,52790617,	52780280	52790617	1000
HSFX2	NM_001164415	chrX	-	148674171	148676970	148674251	148676360	2	148674171,148675796,	148674959,148676970,	148674171	148676970	1000
HSFX2	NM_001164415	chrX	+	148855729	148858528	148856339	148858448	2	148855729,148857740,	148856903,148858528,	148855729	148858528	1000
SPAG11B	NM_016512	chr8	-	7308085	7321192	7308400	7321025	4	7308085,7308645,7320228,7320964,	7308422,7308721,7320381,7321192,	7308085	7321192	1000
SNAR-A3	NR_024214	chr19	+	48427035	48427156	48427156	48427156	1	48427035,	48427156,	48427035	48427156	1000
SNAR-A4	NR_024215	chr19	+	48427035	48427156	48427156	48427156	1	48427035,	48427156,	48427035	48427156	1000
SNAR-A5	NR_024223	chr19	+	48427035	48427156	48427156	48427156	1	48427035,	48427156,	48427035	48427156	1000
SNAR-A7	NR_024224	chr19	+	48427035	48427156	48427156	48427156	1	48427035,	48427156,	48427035	48427156	1000
SNAR-A11	NR_024225	chr19	+	48427035	48427156	48427156	48427156	1	48427035,	48427156,	48427035	48427156	1000
SNAR-A9	NR_024226	chr19	+	48427035	48427156	48427156	48427156	1	48427035,	48427156,	48427035	48427156	1000
SNAR-A6	NR_024227	chr19	+	48427035	48427156	48427156	48427156	1	48427035,	48427156,	48427035	48427156	1000
SNAR-A8	NR_024228	chr19	+	48427035	48427156	48427156	48427156	1	48427035,	48427156,	48427035	48427156	1000
SNAR-A10	NR_024229	chr19	+	48427035	48427156	48427156	48427156	1	48427035,	48427156,	48427035	48427156	1000
SNAR-A14	NR_024242	chr19	+	48427035	48427156	48427156	48427156	1	48427035,	48427156,	48427035	48427156	1000
PRAMEF27	NM_001300891	chr1	-	12998504	13002353	12998504	13002353	3	12998504,13000813,13002061,	12999066,13001395,13002353,	12998504	13002353	1000
SNAR-A3	NR_024214	chr19	-	50595745	50595866	50595866	50595866	1	50595745,	50595866,	50595745	50595866	1000
SNAR-A4	NR_024215	chr19	-	50595745	50595866	50595866	50595866	1	50595745,	50595866,	50595745	50595866	1000
SNAR-A5	NR_024223	chr19	-	50595745	50595866	50595866	50595866	1	50595745,	50595866,	50595745	50595866	1000
SNAR-A7	NR_024224	chr19	-	50595745	50595866	50595866	50595866	1	50595745,	50595866,	50595745	50595866	1000
SNAR-A11	NR_024225	chr19	-	50595745	50595866	50595866	50595866	1	50595745,	50595866,	50595745	50595866	1000
SNAR-A9	NR_024226	chr19	-	50595745	50595866	50595866	50595866	1	50595745,	50595866,	50595745	50595866	1000
SNAR-A6	NR_024227	chr19	-	50595745	50595866	50595866	50595866	1	50595745,	50595866,	50595745	50595866	1000
SNAR-A8	NR_024228	chr19	-	50595745	50595866	50595866	50595866	1	50595745,	50595866,	50595745	50595866	1000
SNAR-A10	NR_024229	chr19	-	50595745	50595866	50595866	50595866	1	50595745,	50595866,	50595745	50595866	1000
SNAR-A14	NR_024242	chr19	-	50595745	50595866	50595866	50595866	1	50595745,	50595866,	50595745	50595866	1000
SNAR-A3	NR_024214	chr19	-	50601082	50601203	50601203	50601203	1	50601082,	50601203,	50601082	50601203	1000
SNAR-A4	NR_024215	chr19	-	50601082	50601203	50601203	50601203	1	50601082,	50601203,	50601082	50601203	1000
SNAR-A5	NR_024223	chr19	-	50601082	50601203	50601203	50601203	1	50601082,	50601203,	50601082	50601203	1000
SNAR-A7	NR_024224	chr19	-	50601082	50601203	50601203	50601203	1	50601082,	50601203,	50601082	50601203	1000
SNAR-A11	NR_024225	chr19	-	50601082	50601203	50601203	50601203	1	50601082,	50601203,	50601082	50601203	1000
SNAR-A9	NR_024226	chr19	-	50601082	50601203	50601203	50601203	1	50601082,	50601203,	50601082	50601203	1000
SNAR-A6	NR_024227	chr19	-	50601082	50601203	50601203	50601203	1	50601082,	50601203,	50601082	50601203	1000
SNAR-A8	NR_024228	chr19	-	50601082	50601203	50601203	50601203	1	50601082,	50601203,	50601082	50601203	1000
SNAR-A10	NR_024229	chr19	-	50601082	50601203	50601203	50601203	1	50601082,	50601203,	50601082	50601203	1000
SNAR-A14	NR_024242	chr19	-	50601082	50601203	50601203	50601203	1	50601082,	50601203,	50601082	50601203	1000
SNAR-A3	NR_024214	chr19	-	50604147	50604268	50604268	50604268	1	50604147,	50604268,	50604147	50604268	1000
SNAR-A4	NR_024215	chr19	-	50604147	50604268	50604268	50604268	1	50604147,	50604268,	50604147	50604268	1000
SNAR-A5	NR_024223	chr19	-	50604147	50604268	50604268	50604268	1	50604147,	50604268,	50604147	50604268	1000
SNAR-A7	NR_024224	chr19	-	50604147	50604268	50604268	50604268	1	50604147,	50604268,	50604147	50604268	1000
SNAR-A11	NR_024225	chr19	-	50604147	50604268	50604268	50604268	1	50604147,	50604268,	50604147	50604268	1000
SNAR-A9	NR_024226	chr19	-	50604147	50604268	50604268	50604268	1	50604147,	50604268,	50604147	50604268	1000
SNAR-A6	NR_024227	chr19	-	50604147	50604268	50604268	50604268	1	50604147,	50604268,	50604147	50604268	1000
SNAR-A8	NR_024228	chr19	-	50604147	50604268	50604268	50604268	1	50604147,	50604268,	50604147	50604268	1000
SNAR-A10	NR_024229	chr19	-	50604147	50604268	50604268	50604268	1	50604147,	50604268,	50604147	50604268	1000
SNAR-A14	NR_024242	chr19	-	50604147	50604268	50604268	50604268	1	50604147,	50604268,	50604147	50604268	1000
SNAR-A3	NR_024214	chr19	-	50607211	50607332	50607332	50607332	1	50607211,	50607332,	50607211	50607332	1000
SNAR-A4	NR_024215	chr19	-	50607211	50607332	50607332	50607332	1	50607211,	50607332,	50607211	50607332	1000
SNAR-A5	NR_024223	chr19	-	50607211	50607332	50607332	50607332	1	50607211,	50607332,	50607211	50607332	1000
SNAR-A7	NR_024224	chr19	-	50607211	50607332	50607332	50607332	1	50607211,	50607332,	50607211	50607332	1000
SNAR-A11	NR_024225	chr19	-	50607211	50607332	50607332	50607332	1	50607211,	50607332,	50607211	50607332	1000
SNAR-A9	NR_024226	chr19	-	50607211	50607332	50607332	50607332	1	50607211,	50607332,	50607211	50607332	1000
SNAR-A6	NR_024227	chr19	-	50607211	50607332	50607332	50607332	1	50607211,	50607332,	50607211	50607332	1000
SNAR-A8	NR_024228	chr19	-	50607211	50607332	50607332	50607332	1	50607211,	50607332,	50607211	50607332	1000
SNAR-A10	NR_024229	chr19	-	50607211	50607332	50607332	50607332	1	50607211,	50607332,	50607211	50607332	1000
SNAR-A14	NR_024242	chr19	-	50607211	50607332	50607332	50607332	1	50607211,	50607332,	50607211	50607332	1000
SNAR-A3	NR_024214	chr19	-	50610270	50610391	50610391	50610391	1	50610270,	50610391,	50610270	50610391	1000
SNAR-A4	NR_024215	chr19	-	50610270	50610391	50610391	50610391	1	50610270,	50610391,	50610270	50610391	1000
SNAR-A5	NR_024223	chr19	-	50610270	50610391	50610391	50610391	1	50610270,	50610391,	50610270	50610391	1000
SNAR-A7	NR_024224	chr19	-	50610270	50610391	50610391	50610391	1	50610270,	50610391,	50610270	50610391	1000
SNAR-A11	NR_024225	chr19	-	50610270	50610391	50610391	50610391	1	50610270,	50610391,	50610270	50610391	1000
SNAR-A9	NR_024226	chr19	-	50610270	50610391	50610391	50610391	1	50610270,	50610391,	50610270	50610391	1000
SNAR-A6	NR_024227	chr19	-	50610270	50610391	50610391	50610391	1	50610270,	50610391,	50610270	50610391	1000
SNAR-A8	NR_024228	chr19	-	50610270	50610391	50610391	50610391	1	50610270,	50610391,	50610270	50610391	1000
SNAR-A10	NR_024229	chr19	-	50610270	50610391	50610391	50610391	1	50610270,	50610391,	50610270	50610391	1000
SNAR-A14	NR_024242	chr19	-	50610270	50610391	50610391	50610391	1	50610270,	50610391,	50610270	50610391	1000
SNAR-A3	NR_024214	chr19	-	50615624	50615745	50615745	50615745	1	50615624,	50615745,	50615624	50615745	1000
SNAR-A4	NR_024215	chr19	-	50615624	50615745	50615745	50615745	1	50615624,	50615745,	50615624	50615745	1000
SNAR-A5	NR_024223	chr19	-	50615624	50615745	50615745	50615745	1	50615624,	50615745,	50615624	50615745	1000
SNAR-A7	NR_024224	chr19	-	50615624	50615745	50615745	50615745	1	50615624,	50615745,	50615624	50615745	1000
SNAR-A11	NR_024225	chr19	-	50615624	50615745	50615745	50615745	1	50615624,	50615745,	50615624	50615745	1000
SNAR-A9	NR_024226	chr19	-	50615624	50615745	50615745	50615745	1	50615624,	50615745,	50615624	50615745	1000
SNAR-A6	NR_024227	chr19	-	50615624	50615745	50615745	50615745	1	50615624,	50615745,	50615624	50615745	1000
SNAR-A8	NR_024228	chr19	-	50615624	50615745	50615745	50615745	1	50615624,	50615745,	50615624	50615745	1000
SNAR-A10	NR_024229	chr19	-	50615624	50615745	50615745	50615745	1	50615624,	50615745,	50615624	50615745	1000
SNAR-A14	NR_024242	chr19	-	50615624	50615745	50615745	50615745	1	50615624,	50615745,	50615624	50615745	1000
SNAR-A3	NR_024214	chr19	-	50620976	50621097	50621097	50621097	1	50620976,	50621097,	50620976	50621097	1000
SNAR-A4	NR_024215	chr19	-	50620976	50621097	50621097	50621097	1	50620976,	50621097,	50620976	50621097	1000
SNAR-A5	NR_024223	chr19	-	50620976	50621097	50621097	50621097	1	50620976,	50621097,	50620976	50621097	1000
SNAR-A7	NR_024224	chr19	-	50620976	50621097	50621097	50621097	1	50620976,	50621097,	50620976	50621097	1000
SNAR-A11	NR_024225	chr19	-	50620976	50621097	50621097	50621097	1	50620976,	50621097,	50620976	50621097	1000
SNAR-A9	NR_024226	chr19	-	50620976	50621097	50621097	50621097	1	50620976,	50621097,	50620976	50621097	1000
SNAR-A6	NR_024227	chr19	-	50620976	50621097	50621097	50621097	1	50620976,	50621097,	50620976	50621097	1000
SNAR-A8	NR_024228	chr19	-	50620976	50621097	50621097	50621097	1	50620976,	50621097,	50620976	50621097	1000
SNAR-A10	NR_024229	chr19	-	50620976	50621097	50621097	50621097	1	50620976,	50621097,	50620976	50621097	1000
SNAR-A14	NR_024242	chr19	-	50620976	50621097	50621097	50621097	1	50620976,	50621097,	50620976	50621097	1000
SNAR-A3	NR_024214	chr19	-	50626330	50626451	50626451	50626451	1	50626330,	50626451,	50626330	50626451	1000
SNAR-A4	NR_024215	chr19	-	50626330	50626451	50626451	50626451	1	50626330,	50626451,	50626330	50626451	1000
SNAR-A5	NR_024223	chr19	-	50626330	50626451	50626451	50626451	1	50626330,	50626451,	50626330	50626451	1000
SNAR-A7	NR_024224	chr19	-	50626330	50626451	50626451	50626451	1	50626330,	50626451,	50626330	50626451	1000
SNAR-A11	NR_024225	chr19	-	50626330	50626451	50626451	50626451	1	50626330,	50626451,	50626330	50626451	1000
SNAR-A9	NR_024226	chr19	-	50626330	50626451	50626451	50626451	1	50626330,	50626451,	50626330	50626451	1000
SNAR-A6	NR_024227	chr19	-	50626330	50626451	50626451	50626451	1	50626330,	50626451,	50626330	50626451	1000
SNAR-A8	NR_024228	chr19	-	50626330	50626451	50626451	50626451	1	50626330,	50626451,	50626330	50626451	1000
SNAR-A10	NR_024229	chr19	-	50626330	50626451	50626451	50626451	1	50626330,	50626451,	50626330	50626451	1000
SNAR-A14	NR_024242	chr19	-	50626330	50626451	50626451	50626451	1	50626330,	50626451,	50626330	50626451	1000
SNAR-A3	NR_024214	chr19	-	50631658	50631779	50631779	50631779	1	50631658,	50631779,	50631658	50631779	1000
SNAR-A4	NR_024215	chr19	-	50631658	50631779	50631779	50631779	1	50631658,	50631779,	50631658	50631779	1000
SNAR-A5	NR_024223	chr19	-	50631658	50631779	50631779	50631779	1	50631658,	50631779,	50631658	50631779	1000
SNAR-A7	NR_024224	chr19	-	50631658	50631779	50631779	50631779	1	50631658,	50631779,	50631658	50631779	1000
SNAR-A11	NR_024225	chr19	-	50631658	50631779	50631779	50631779	1	50631658,	50631779,	50631658	50631779	1000
SNAR-A9	NR_024226	chr19	-	50631658	50631779	50631779	50631779	1	50631658,	50631779,	50631658	50631779	1000
SNAR-A6	NR_024227	chr19	-	50631658	50631779	50631779	50631779	1	50631658,	50631779,	50631658	50631779	1000
SNAR-A8	NR_024228	chr19	-	50631658	50631779	50631779	50631779	1	50631658,	50631779,	50631658	50631779	1000
SNAR-A10	NR_024229	chr19	-	50631658	50631779	50631779	50631779	1	50631658,	50631779,	50631658	50631779	1000
SNAR-A14	NR_024242	chr19	-	50631658	50631779	50631779	50631779	1	50631658,	50631779,	50631658	50631779	1000
DAZ4	NM_020420	chrY	+	26979966	27053187	26980273	27047322	17	26979966,26997725,26998146,26998798,26999286,26999439,27000979,27003422,27005812,27008208,27010592,27017745,27020122,27041834,27042651,27047258,27051330,	26980276,26997872,26998238,26998850,26999350,26999579,27001051,27003494,27005884,27008280,27010664,27017817,27020194,27041906,27042686,27047357,27053187,	26979966	27053187	1000
ASMTL	NM_004192	chrY	-	1472031	1521870	1472161	1521733	13	1472031,1481624,1486865,1487874,1490550,1494417,1496626,1501161,1503914,1504586,1507989,1511078,1521640,	1472382,1481747,1487009,1488007,1490735,1494580,1497014,1501270,1503976,1504651,1508037,1511210,1521870,	1472031	1521870	1000
NPIPA8	NM_001282511	chr16	+	16473101	16487829	16473101	16487780	8	16473101,16477520,16481255,16481518,16484623,16485747,16485917,16487312,	16473164,16477649,16481355,16481663,16484731,16485808,16485953,16487829,	16473101	16487829	1000
SHOX	NM_006883	chrX	+	585078	620146	591632	619564	6	585078,591200,595352,601555,601733,619519,	585337,591909,595561,601613,601822,620146,	585078	620146	1000
SHOX	NM_006883	chrY	+	535078	570146	541632	569564	6	535078,541200,545352,551555,551733,569519,	535337,541909,545561,551613,551822,570146,	535078	570146	1000
TP53TG3	NM_016212	chr16	-	32684848	32687450	32685872	32687418	2	32684848,32687056,	32685885,32687450,	32684848	32687450	1000
TP53TG3	NM_016212	chr16	+	33205582	33208179	33205614	33207160	2	33205582,33207147,	33205976,33208179,	33205582	33208179	1000
TP53TG3	NM_016212	chr16	+	33262117	33264719	33262149	33263695	2	33262117,33263682,	33262511,33264719,	33262117	33264719	1000
ASMTL	NM_001173473	chrX	-	1522031	1572655	1522161	1561129	13	1522031,1531624,1536865,1537874,1540550,1544417,1546626,1551161,1553914,1554586,1557989,1561078,1572510,	1522382,1531747,1537009,1538007,1540735,1544580,1547014,1551270,1553976,1554651,1558037,1561210,1572655,	1522031	1572655	1000
